image_name,score
Ask.png,32
AZ.png,61
Braden.png,59
Confuzzled.png,34
Deadsqurp.png,25
Dropspindle.png,54
Froggman.png,50
gRRiever.png,67
GuppyFeesh.png,59
Icarus.png,12
Ihimaera.png,66
JoTheForggie.png,65
Ludsyyyy.png,67
MyDog.png,48
Olatnip.png,48
Sio.png,28
Slam.png,70
Uneasy.png,72
Badger.png,49
BeautifulPanda.png,15
JPECS.png,1
Shasta.png,17
