image_name,score
Ask.png,6
AZ.png,10
Badger.png,12
BeautifulPanda.png,0
Braden.png,8
Confuzzled.png,15
Deadsqurp.png,0
Dropspindle.png,9
Froggman.png,7
gRRiever.png,12
GuppyFeesh.png,9
Icarus.png,0
Ihimaera.png,11
JoTheForggie.png,9
Ludsyyyy.png,12
MyDog.png,10
Olatnip.png,7
Sio.png,11
Slam.png,8
Uneasy.png,13
