image_name,score
AZ.png,9
Badger.png,8
Braden.png,10
Deadsqurp.png,5
Dropspindle.png,5
Froggman.png,9
gRRiever.png,10
GuppyFeesh.png,12
Icarus.png,5
Ihimaera.png,13
JoTheForggie.png,12
Ludsyyyy.png,11
MyDog.png,2
Olatnip.png,3
Slam.png,14
Uneasy.png,14
Sio.png,2
