image_name,score
Ask.png,0
AZ.png,9
Badger.png,0
BeautifulPanda.png,0
Braden.png,9
Confuzzled.png,7
Deadsqurp.png,0
Dropspindle.png,6
Froggman.png,4
gRRiever.png,14
GuppyFeesh.png,10
Icarus.png,0
Ihimaera.png,10
JoTheForggie.png,12
JPECS.png,0
Ludsyyyy.png,8
MyDog.png,9
Olatnip.png,7
Shasta.png,5
Sio.png,0
Slam.png,13
Uneasy.png,9
