image_name,score
Ask.png,13
AZ.png,12
Badger.png,12
BeautifulPanda.png,6
Braden.png,13
Confuzzled.png,7
Deadsqurp.png,0
Dropspindle.png,12
Froggman.png,12
gRRiever.png,12
GuppyFeesh.png,12
Icarus.png,5
Ihimaera.png,11
JoTheForggie.png,10
JPECS.png,6
Ludsyyyy.png,11
MyDog.png,7
Olatnip.png,9
Shasta.png,11
Sio.png,10
Slam.png,13
Uneasy.png,13
