image_name,score
Ask.png,5
AZ.png,8
Braden.png,7
Confuzzled.png,12
Deadsqurp.png,15
Dropspindle.png,12
Froggman.png,2
gRRiever.png,9
GuppyFeesh.png,4
Icarus.png,7
Ihimaera.png,10
JoTheForggie.png,13
Ludsyyyy.png,12
MyDog.png,6
Olatnip.png,8
Sio.png,8
Slam.png,10
Uneasy.png,11
Badger.png,2
BeautifulPanda.png,5
