image_name,score
Ask.png,11
AZ.png,14
Badger.png,15
BeautifulPanda.png,0
Braden.png,14
Confuzzled.png,0
Deadsqurp.png,5
Dropspindle.png,10
Froggman.png,13
gRRiever.png,12
GuppyFeesh.png,11
Icarus.png,0
Ihimaera.png,11
JoTheForggie.png,9
Ludsyyyy.png,9
MyDog.png,9
Olatnip.png,11
Sio.png,5
Slam.png,11
Uneasy.png,13
