image_name,score
Ask.png,16
AZ.png,31
Braden.png,31
Confuzzled.png,12
Deadsqurp.png,25
Dropspindle.png,27
Froggman.png,24
gRRiever.png,31
GuppyFeesh.png,27
Icarus.png,12
Ihimaera.png,34
JoTheForggie.png,34
Ludsyyyy.png,32
MyDog.png,17
Olatnip.png,22
Sio.png,15
Slam.png,35
Uneasy.png,38
Badger.png,25
BeautifulPanda.png,5
